name,price,status,shipping,free_returns,items_sold
3000 FT Remote Dog Shock Training Collar Rechargeable Waterproof Pet Trainer NEW,20994299,Brand New,0,True,
"Carhartt NEW Large Dog Leash Hunting Orange Reflective Safety Collar 18"" to 26""",1895,Brand New,0,False,
Pet Small Dog Puppy Harness And Leash Set Breathable Mesh Vest Chest Strap XS-XL,698864,Brand New,0,False,83
Personalized dog collar wide leather soft with nameplate custom Adjustable,14981858,Brand New,0,False,
Porcelain Figurine of the Kerry Blue Terrier dog,3500,Brand New,0,False,
Cute Pet Cat Dog T-Shirts Clothes for Puppy Chihuahua Vest Clothing Summer 🔥,130502,Brand New,0,False,
Dog Bandana Collar Puppy Cat Scarf Adjustable Neckerchief Size S/M/L,99279,Brand New,0,False,
PACK - 3 Female Dog Diapers Cat Waterproof Leak Proof Washable Reusable XS S M L,11991919,Brand New,0,False,
PET N PET 1080 Counts Black Dog Poop Bag Rolls 38% Plant Based 62% PE Waste Bags,2399,Brand New,0,False,382
"Jupiter Juice Dog Ear Relief - Smelly Ears, Yeast, Fungal & Bacterial Infection",1995,Brand New,0,False,170
Taste of the Wild Sierra Mountain Grain-Free Roasted Lamb Dry Dog Food 28LB,4500,Brand New,0,False,
Dog Canine Progesterone Test Card Dog Breeding Tools,279935169,Brand New,0,False,
Calming Lavender Dog Shampoo w/Aloe Vera & Essential Oils,1499,Brand New,199,False,
Dog Man: A Tale of Two Kitties: A Graphic Novel (Dog Man #3): From the...,433,Pre-Owned,0,True,26
Dog Man: For Whom the Ball Rolls: A Graphic Novel (Dog Man #7): From the...,521,Pre-Owned,0,True,115
Pet Puppy Cat Dog Collar with Bell Adjustable Neck Strap Belt US,121,Brand New,0,False,
X-LARGE Elk/Deer Antler Premium Dog Chew (1pc) **OREGON ANTLER WORKS**,2245,Brand New,0,True,4523
Reflective Nylon Collars With Bell For Cat kitten Small Dog Puppy Pet Adjustable,292355,Brand New,0,True,205
Small Cat Dog Pet Harness Adjustable Control Vest Dogs Reflective XXS-XL leash,414718,Brand New,0,False,
4 Pack Dog Rope Chew Toy Bundle for Medium Large Dogs Durable Aggressive Chewers,1299,Brand New,0,True,
Canine Progesterone Test Kit Dog Progesterone Test Card Dog Breeding Tools,296638580,Brand New,0,False,
2 PCS Summer Alien Puppy Small Dog Cat Pet Clothes Breathable Vest T-Shirt USA,6991599,Brand New,0,True,
Courage the Cowardly Dog The Complete Series DVD  NEW,1799,Brand New,0,True,1338
#81 SAMOYED portrait  dog art print * Pen and ink drawing * Jan Jellins,1195,Brand New,0,True,
All Pets Gifts individuals & bundle - Adopt from Me - Cheap & Trusted Store!!,29929999,Brand New,0,False,
Over Collar Slide On Pet Dog Cat Bandana   SPRING  BUTTERFLIES    MEDIUM,310,New (Other),0,False,
"Pets N Bags Dog Poop Bags, Dog Waste Bags, Biodegradable Unscented Refill Rolls",1406,Brand New,0,True,148
Cute Floral Personalized Dog Collar Custom Pet Puppy Engraved ID Name & Number,8991229,Brand New,0,False,
Country Brook Petz® 1 1/2 Inch Deluxe Dog Collar - Spring Collection,1397,Brand New,0,False,
Country Brook Petz® 1 1/2 Inch Deluxe Dog Collar-Affection Collection,1397,Brand New,0,False,
"Personalized Custom Embroidered ,,Adjustable Dog Collars 1"" , 3/4"", 5/8"" Wide ",2169,Brand New,489,False,
NEW 3 Mode Rechargeable Anti Barking Device Ultrasonic Dog Training-Bark Control,1278,Brand New,0,True,
1pc Pet Collar Fl*ea Ti*ck Treatment & Prevention Collar for Small Large Dog Cat,1637,Brand New,0,False,40
Dog Man: For Whom the Ball Rolls: From the Creator of Captain Underp - VERY GOOD,397,Pre-Owned,0,True,788
Dog Pet Adjustable Nylon Collar Small Medium Large XL With Buckle Puppy Strap //,157358,Brand New,99,False,
NEW Greenies Petite Dog Dental Chews - 54 oz (Pack of 90 Treats) Exp 8/25,4599,Brand New,0,False,126
4 Colors Dog House Detachable Roof Designed for Medium or Small Sized pets Yard,48585058,Brand New,0,False,150
Dog Allergy Relief Chews Dog Itching Skin Relief Treatment Pills 170 Treats,2669,Brand New,0,True,222
DOG HARNESS DRESS W/ MATCHING HAIR BOW SUNFLOWER    NEW HANDMADE  FREE SHIPPING,20992399,New (Other),0,False,
Training the Best Dog Ever: A 5-Week Program Using the Power of Positive  - GOOD,402,Pre-Owned,0,True,380
Front Plus For Dogs 45 to 88 LBS 6 Doses 6 Month Supply Brand New Free shipping,2950,Brand New,0,False,
Dog Skirt Pet Dress Cotton Small Dog Princess Dress Chihuahua Puppy Cat Clothes,99429,Brand New,0,False,
Mushroom Garden Floral Knit Long Sleeve Long Shirt Dog Puppy Pet Clothes 4xs - L,925,New (Other),500,False,
1Pair Pet Hair Remover Gloves Dog Cat Brush Bath Grooming Massage Cleaning Tool,496587,Brand New,0,True,63
Dog Puppy Collar Genuine Cow Leather Padded Canine  60156,4999,Brand New,0,True,
New ListingPet Honesty 10-In-1 Multivitamin Dog Chicken Soft Chews Glucosamine 90 Count,1795,Brand New,0,False,
Hearing Protection for Dogs Medium and Large Dog Hearing Protection for Dogs,1599,Brand New,0,False,
"6"" inch  BULLY STICKS Natural Dog Treats Chews USDA & FDA Approved, By Chomp",149919499,Brand New,0,False,89
Reflective Nylon Personalized Dog Collar Custom Pet Name ID Tag Adjustable S-XL,6991399,Brand New,0,True,28
"Adjustable Dog Wheelchair for Back Legs, Pet Legs Support Rehabilitation Train",38993999,Brand New,0,False,
1100 Black Scented Dog Waste Poop Pick Up Core Refill Bags. Made in the USA,2094,Brand New,0,True,3519
PawsPawty 2 Pack Headrest Dog Car Safety Seat Belt Adjustable Nylon Fabric Ca...,732,Brand New,0,False,69
Shoe Dog: A Memoir by the Creator of Nike - Paperback - VERY GOOD,404,Pre-Owned,0,True,258
Pet Dog Hoodie Sweater Jumper Coat Warm Clothes Puppy Apparel Hooded Jacket ,215408,Brand New,0,False,
Country Brook Petz® American Made Deluxe Nylon Dog Collar,999,Brand New,0,False,
"PetSafe EasySport Dog Harness, Comfortable Padding, Reflective",17952595,Brand New,0,False,
Coastal Pet Titan Easy-On Dog Prong Training Collar with Buckle - Durable Metal,1899,Brand New,0,False,
Shop on eBay,2000,Brand New,0,False,
Shop on eBay,2000,Brand New,0,False,
3 lbs HIMALAYAN YAK Cheese CHEW for Dogs of All Size - Natural and Long Lasting,8299,Brand New,0,True,
Dog Grooming Hair Length Chart,3000,Brand New,600,False,
English Setter Hunt Puppy Dog Ladies Crossbody  Purse Clutch NWT Free Ship ,4999,Brand New,0,False,
"PAWPUP Dog Towels for Drying Dogs 55"" x 28"" Super Absorbent Microfiber Pet Towel",1199,Brand New,854,False,
Pet Dog Hoodie Sweater Jumper Coat Warm Clothes Puppy Apparel Hooded Jacket ,215408,Brand New,0,False,
Country Brook Petz® American Made Deluxe Nylon Dog Collar,999,Brand New,0,False,
"Cut collar for dogs while hunting hogs, dog cut collar, dog collar",25002800,Brand New,500,False,
GREENIES Original TEENIE Natural Dental Dog Treats Pack of 130 (Exp 03/2026),3695,Brand New,0,False,
Dog Door Bell Puppy Training Door Bell 7 Loud Bells For Pets Potty Training,689,Brand New,0,False,200
Cat Dog Pet Harness Adjustable Control Vest Dogs Reflective S M L XL Leash,529,Brand New,0,True,18
Dog Nail Scratch Board/Square Nail Filing Pad/Dog Nail File Pine Wood With GIFT,2067,Brand New,0,False,53
HALT BIKE BICYCLE DOG REPELLENT SPRAY NEW,1275,Brand New,0,True,522
ClevrPlus 2-in-1 Pet Bike Trailer & Large Foldable Dog Stroller Pet Cart Carrier,14999,Brand New,0,False,
"Powerpet-Bully Sticks 12"" Steer-100% Natural Dog Chews & Treats, BRC Certified",150010200,Brand New,0,False,
Large Pet Heating Pad Electric Blanket Waterproof Mat Warmer Washable Dog Cats,2961,Brand New,0,True,70
Dog Progesterone Analyzer Portable Tester Canine Progesterone Testing Machine,136900153800,Brand New,0,False,26
Service Dog Id Card Customized Holographic ESA ,1599,Brand New,0,False,2393
Dog harness dress  PATRIOTIC with matching hair bow new  free shipping,20992399,New (Other),0,False,
Nickel Plated Steel 2.4mm Ball Bead Stylish Military Dog Tag Chain USA Made,197253,New (Other),0,False,
FURminator Undercoat deShedding Tool Brush Medium Dog Short Hair 9251,1699,Brand New,0,False,
CAPACTION 6 nitenpyram 57.0 mg Tablets Treatment - DOG Dogs OVER 25lbs,1845,Brand New,0,False,91
"Go, Dog Go (I Can Read It All By Myself, Beginner Books) - Hardcover - GOOD",389,Pre-Owned,0,True,205
"Dog Man: Grime and Punishment (Dog Man #9) by Pilkey, Dav",689,Pre-Owned,0,True,193
Custom NAME Patch Dog Harness Personalized Embroidered TAG Removable ID K9 Vest,7551175,Brand New,0,False,
Country Brook Petz® Colorful Arrows Gunmetal Martingale Dog Collar,1297,Brand New,0,False,
Durable Personalized Custom Embroidered Nylon Dog Collar Adjustable Name number ,9991299,Brand New,0,True,
Automatic Rolling Ball Smart Cat Dog Toy Electric Pet Self-Moving (RED),799,Brand New,0,False,66
"PREMIUM 6"" inch BULLY STICKS FOR DOGS EXCELLENT DOG CHEW AND DOG TREAT (10 pcs)",2199,Brand New,0,True,576
ABBIDOT Dog Training collar with 5 Training Modes Model T50 New In Box,3000,Brand New,900,False,
Boston Terrier Puppy Dog Ladies Crossbody  Purse Clutch NWT Free Ship Brand New ,4999,Brand New,0,False,
forPups Bully Sticks for Dogs (25/Pack) - Fully Organic - Regular Size,4999,Brand New,0,False,55
"Automatic Waterer for Dog, Horses, Cattle and Livestock, Waterer Dispenser",9500,Brand New,0,False,
"Inside of a Dog: What Dogs See, Smell, and Know - Paperback - GOOD",445,Pre-Owned,0,True,
Personalized Anodized Round Top Aluminum Pet ID Tags Collars Custom For Cat Dog,250280,Brand New,0,False,
Seresto Flea and Tick Collar 8 Months Protection for Small Dogs - 18lbs,2699,Brand New,0,True,152
Wet Nose Designs Outta Sight Tie Dye Skulls Dog Collar Black Retro,8991500,Brand New,475,False,
Dog Man: A Tale of Two Kitties: From the Creator of Captain Underpa - ACCEPTABLE,432,Pre-Owned,0,True,245
Pets First MLB Collars Heavy Duty Durable & Adjustable Dog Collar  & Cat Collar,1399,Brand New,0,False,
Dog Pullover Sweatshirt Spring Autumn Dog T-Shirts for Small Medium Large Dogs,9991699,Brand New,0,False,
Simple Deluxe dog Playpen 24 Inch 8 Panels for Puppy/Small Dogs Indoor &Outdoor,2249,Brand New,6822,False,
Valentines Dog/cat Dress Hearts Theme Medium Handmade.,1899,Brand New,499,False,
"Stick Dog - Hardcover By Watson, Tom - GOOD",358,Pre-Owned,0,True,
Crystal Dog Collar Bling Diamond Cat Fancy Rhinestone Dog Necklace Suede Leather,599899,Brand New,0,False,159
Dog Pet Adjustable Nylon Collar padded Reflective Small Medium Large With Buckle,697855,Brand New,0,False,30
Pet Dog Grooming Table Adjustable Harness NO SIT Haunch Holder Restraint Support,695,Brand New,0,False,69
"BRAND NEW Up Country Graphic Dog Collars Best Dog Ever, S, M or L",599,Brand New,599,False,
US Bark Rangers  #USBarkRangers  Dog Sticker/Magnet/Patch/Bandana/Tag/Hat,4003500,Brand New,0,False,
AirTag Cat Collar Reflective Air Tag Dog Pet Collar with Bell Breakaway Safety,899,Brand New,0,False,177
Pet Dog Stroller Travel Carriage 4 Wheels w/Foldable Carrier Cart & Cup Holder,4858,Brand New,0,True,1527
"DIY Dog Grooming, From Puppy Cuts to Best in Show: Everything You Need to - GOOD",568,Pre-Owned,0,True,
"300 McKesson Underpads Disposable Training Pee Pads Pet Puppy Dog 17"" x 24""",3999,Brand New,0,True,4219
"PetArmor Plus Flea and Tick Prevention for Dogs, 45-88 large (8)Doses",2795,Brand New,0,False,
CUSTOM Laser ENGRAVED PERSONALIZED PET TAG ID DOG CAT NAME TAGS DOUBLE SIDE,330550,Brand New,0,False,114
James Herriot's Favorite Dog Stories - Hardcover - GOOD,387,Pre-Owned,0,True,
"Only Natural Pet HEMP ALLERGY, SKIN & COAT SOFT DOG CHEWS SEALED! 120 COUNT",2999,Brand New,0,False,
Pet Puppy Harness Breathable Mesh And Leash Set Vest Chest Strap Small Dog US,489569,Brand New,0,False,
Pet Heavy Duty Rope Dog Leash with Padded Handle,8991199,Brand New,0,False,
"Thundershirt Dog Anxiety Treatment HGXL-T01, XLG. Heather Gray - New in Box",2388,Brand New,0,False,30
Easter Bunny Dog Bandana 2 Layers  OVER THE COLLAR Bandanas Slide Bandanna,9991299,New (Other),0,True,
"Bully Sticks 6"" 100% Natural Beef Bully Sticks Dog Chews & Treats USA Material ",99020990,Brand New,0,True,80
Summer Dog Pet Cat Clothing T Shirt For Small Dog Clothes Chihuahua Yorkshire ~,177373,Brand New,0,False,
ADOPT YOUR PET FROM ME TODAY!MFR NFR FR Mega Neon Fly Ride l SAME DAY DELIVERY✨,19915499,Brand New,0,False,
Lucky Dog Lessons: Train Your Dog in 7 Days - Paperback - VERY GOOD,387,Pre-Owned,0,True,111
PTSD Service Dog Harness Vest Reflective Waterproof + Patches ALL ACCESS CANINE™,39954595,Brand New,0,True,
2Pack Solar Ultrasonic Animal Repellent Dog Cat Skunk Deer Raccoon For Garden US,12982598,Brand New,0,True,126
XL Adjustable No Pull Dog Training Collar Heavy Duty Quick Release Pinch Collar,2499,Brand New,0,False,
4pcs Anti Slip Dog Socks Outdoor Dog Boots Waterproof Dog Shoes Paw Protector,13491799,Brand New,0,False,34
The Ultimate Guide to Dog Training: Puppy Training to Advanced Techn - VERY GOOD,444,Pre-Owned,0,True,
Wild One Dog Collar Size Medium Navy Blue M NEW Shepard French Bulldog #092,1275,Brand New,0,False,
Puppy Dog Pet Training Clicker With Wrist Strap Obedience Training Tool,679,Brand New,0,False,
PetLab Co. Allergy & Immune Daily Probiotics for Dogs - Medium Size Dog - NEW,3250,Brand New,0,False,6
KONG Max HD Ultra Durable Neoprene Padded Dog Collar Medium Camo BRAND NEW,1699,Brand New,0,False,
【YOU PICK】Costom White Base Blank Mold Cat Dog Kids DIY Paint Play Toy Pets,263351,Pre-Owned,0,True,18
Country Brook Petz® Martingale Dog Collar - Training Collar with No Buckle,1450,Brand New,0,False,
"Dog Grave Marker Cross, Pet Loss Memorial Gifts, Acrylic, Black with White Print",1399,Brand New,0,False,
Magic Black Brightening Dog Shampoo,1499,Brand New,199,False,
Shop on eBay,2000,Brand New,0,False,
Shop on eBay,2000,Brand New,0,False,
"De-Shedding Dog Brush for Short Hair ( 1"")",17992199,Brand New,199,False,
Chew Toys For Dog Teeth Cleaning,9991505,Brand New,228,False,
PetSafe Easy Walk Harness | No-Pull Leash Training Dog Harness,2295,Brand New,0,False,
"Disney The Haunted Mansion Caretaker and Dog Hallmark Ornaments, Set of 2",2801,Brand New,0,False,
KennelMaster Dog Kennel  Panel Clamp. Qty:2 Sets,1495,Brand New,0,False,337
Orthopedic Pet Calming Bed Soft Warm Cat Dog Nest House Small Large Washable Mat,11893498,Brand New,0,True,364
Frontl Plus for Dogs 45 - 88 lbs (6 pack) 100% U.S,2700,Brand New,0,False,107
Bark Multicolored Plush Hairy Henderson Dog Toy 1 pk,700,Brand New,484,False,64
NEW Greenies Regular Dental Dog Treats 54 oz (54 COUNT) SuperPack Exp 10/25,4599,Brand New,0,False,216
PetSafe Deluxe Ultralight Dog Fence Collar Receiver PUL-275 NEW,5599,Brand New,0,False,50
"MPM Automatic Microchip Pet Feeder, Multi-Pet Cat Dog Feeder, RFID Tag",7499,Brand New,0,True,276
2 BOXES Safe-Guard MEDIUM Dewormer Canine Dogs Puppies Pet WORMER Merck,1999,Brand New,0,False,387
No Pull Nylon Cover Dog Prong Collar Dog Training Pinch Collar With Tip&Buckle,12802206,Brand New,0,False,48
PETKIT Automatic Pet Water Fountain Dispenser Cat Dog Drinking Bowl 70oz/2L,4499,Brand New,0,True,
Adjustable Small Dog Wheelchair for Back Legs Dog Wheelchair Aluminum Lightweigh,6836,Brand New,0,False,
12000Pa Dog & Cat Pet Grooming Kit & Vacuum 2L Large Capacity + 5 Clipper Tools,4249,Pre-Owned,0,True,97
"2 Tins - Native Pet Daily Dog Multivitamin Supplement, 11in1 Benefits, 30 Scoops",1999,Brand New,0,False,
Spiked Studded Dog Collar Rivet Adjustable PU Leather Pet XXS M L XL XXL 9 Color,5991499,Brand New,0,False,
"SZHLUX 28"" Pooper Scooper, Foldable Dog Pooper Scooper with Unbreakable Material",1699,Brand New,0,False,
Service Dog Collar - Support Dog Collar ESA Animal Dog Harness ALL ACCESS CANINE,1495,Brand New,0,True,
Up Country Dog Collar Peacock Adjustable Made In USA XS S M L XL XXL,23002600,Brand New,0,True,
Dog Chain Collar Stainless Steel Cuban Link 10-19MM Multi-Color for S/M/L Dogs,7992639,Brand New,0,False,
"Wonder Paws Fish Oil For Dogs - Omega 3 For Dogs From Alaskan Salmon, Cod & Kril",2195,Brand New,0,False,3429
5/8 inch Wide Harley Dog Collar 2 Sizes/3 Designs on Nylon Webbing,9001000,Brand New,451,False,25
Personalized Dog Training Collar Metal Buckle Heavy Duty Military Tactical M-XL,5991399,Brand New,0,False,
2700 FT Remote Dog Shock Training Collar Rechargeable Waterproof LCD Pet Trainer,2299,Brand New,0,True,5169
4pcs/set Waterproof Winter Warm Pet Dog Shoes Anti-slip Rain Snow Boots Puppy US,152595,Brand New,0,False,
"MultiPet Woody Woodpecker Dog Toy 11""",11731747,Brand New,0,False,68
"Penthouse Paws® Automatic Feeder for Cats & Dogs, 6L White/Stainless Steel",8600,Brand New,0,False,
UNITREE - GO 2 AIR DOG Bionic Quadruped Robot Dog Voice Interaction New GQ,394999,Brand New,0,True,
Dogline Round Soft Padded Comfortable Microfiber Durable Gentle Dog Collar,699999,Brand New,0,True,
UPGRADE 3-in-1 Pet Steam Brush Dog Hair Brush Cat Hair Brush Electric SteamSpray,1399,Brand New,0,False,28
Puppy Training in 7 Easy Steps: Everything You Need to Know to Raise - VERY GOOD,387,Pre-Owned,0,True,33
Frontline Plus for Dogs 89 - 132 lbs (6 pack) 100% Genuine U.S EPA Approve !!!,3990,Brand New,0,True,236
Dog Cat Pet Grooming Kit Rechargeable Cordless Electric Hair Clipper Trimmer Set,10972997,Brand New,0,True,
10 Pack 4LR44 / 476A / PX28A / A544 / L1325 Dog Collar 6V PetStandard Brand,749,Brand New,0,False,3170
Soft Dog Cone Collar Adjustable Breathable Dog Cone Collar Pet Protection Collar,9531232,Brand New,0,True,
Handmade PomPom Elastic Pet Collar Cute Necklace Pet Head Band Dog Cat Size S,1099,Brand New,399,False,
Natural Cotton Dog Bed With Removable And Washable Covers Non Toxic Dog Bed,980026200,Brand New,0,False,
LADIES Beagle Puppy Hound Dog sweater new GoldenHorn Very Limited  Free Shipping,5999,Brand New,0,False,
Dog Stairs Foldable 4 Steps Pet Dog Step for High Bed Indoor Outdoor Dark Grey,3658,Brand New,0,True,382
Dog Leash Long Obedience Recall Foot Feet Training Lead 6/15/23/33/50/100 FT ,5991595,Brand New,0,True,240
4PCS Dog Anti Slip Socks Cute Puppy Soft Dog Socks Cat Knits Pet Supplies✔,174246,Brand New,0,False,
DOUXO S3 PYO 30 Medicated Antiseptic Antifungal Cleansing Hydrating Pads Dog Cat,1493,Brand New,0,False,70
Zesty Paws 8-in-1 Multivitamin Bites for Dogs 2 Packs Bundle Exp. 01/27,3875,Brand New,0,True,
Dog Training WHISTLE UltraSonic Obedience Stop Barking Pet Sound Pitch Black NEW,299,Brand New,0,False,987
Military Army Navy Marine AF Dog Tag 2.4mm Ball Bead Chain or Chain Set FreeShip,196331,New (Other),0,False,
English Slip Lead Dog Leash - Obedience & Training Leash - By Mad Dog Products,20993299,Brand New,0,True,
NFL Pet Collar Heavy-Duty Durable & Adjustable Dog Collar & Cat Collar,1399,Brand New,0,False,
Pet ID Tag Custom Engraved Personalized Dog Cat Name Tages Double Side,229428,Brand New,0,True,
1 inch Wide Harley Dog Collar 3 SIZES/13 Designs on Nylon Webbing,13502000,Brand New,451,False,
Funny Dog Toy - Cigar Shaped Stuffed Toy. NEW. FREE SHIPPING,999,Brand New,0,False,
Chew Toy Squeaky Plush Dog Toy For Aggressive Chewers With Chew Pet Toys US,772,Brand New,0,False,54
Automatic Rolling Ball Smart Cat Dog Toy Electric Pet Self-moving Kitten Game US,798,Brand New,0,False,53
Elizabethan Pet Protective Collar Dog Cat Anti-lick Cone Wound Healing Recovery,236663,Brand New,0,False,104
New York Mets MLB  Dog Collar Pets First (ALL SIZES)  - FREE SHIP,1100,Brand New,0,False,
2pc Dog Training WHISTLE UltraSonic Obedience Stop Barking Pet Sound Pitch Black,479,Brand New,0,False,491
"BARK! Dog Toy ""Sheddar Cheese"" Costco Exclusive Cheese Wedge Toy- NEW!",1295,Brand New,295,True,1247
Small Pet Dog Warm Fleece Vest Clothes Coat Puppy Shirt Sweater Winter Apparel🔥,161642,Brand New,0,False,
Dog Day Afternoon Blu-ray Al Pacino NEW,1599,Brand New,0,True,
"32 Degrees Dog Jacket Puffer Vest XS/S/M/L/XL Purple, Red, Blue Easy Leash Hole",1400,New (Other),0,True,
THUNDERSHIRT X Large Dog Anxiety Jacket Gray Brand New In Box,2499,Brand New,0,True,22
"Dog Heaven - Hardcover By Rylant, Cynthia - VERY GOOD",377,Pre-Owned,0,True,202
Lure Course for Dogs - Complete Set - Courses up to 300 ft - Batteries Included,11900,Brand New,0,False,16
CUSTOM ENGRAVED DOG PET TAG SINGLE SIDE PERSONALIZED ID DOG CAT CHARM TAGS,399599,Brand New,0,False,1813
Embroidered Personalized Dog Collar Reflective Nylon Soft Padded Custom Name ID,5391069,Brand New,0,False,
Country Brook Design® Martingale Heavyduty Nylon Dog Collar/Double Handle Leash,18971997,Brand New,0,False,
2 PCS Summer Various Puppy Small Dog Cat Pet Clothes Breathable Vest T-Shirt USA,7991399,Brand New,0,True,
"Heavy Duty Waterproof, Odor Proof, Easy Clean- TPU Dog Collar Strap",1099,Brand New,0,True,
4PCS/Set Waterproof Pet Dog Shoes Anti-slip Rain Boots Footwear Cat Puppy Dog US,699899,Brand New,0,True,
Pet Dog Clothes T Shirt Vest Clothing Puppy Cat Cute Printed Costume Apparel ,260563,Brand New,0,False,12
3 X Colorful Dog Pet Safety Adjustable Car Seat Belt Harness Leash Travel Lead,519,Brand New,0,False,1281
red resian asian foo dogs pairs,3000,False,770,False,
48 36x36 Dog Puppy Training Wee Wee Pee Pads Underpads House Breaking Bed Pads,4595,Brand New,0,True,399
Shop on eBay,2000,Brand New,0,False,
Shop on eBay,2000,Brand New,0,False,
"Dog Paw Balm with Shea Butter, Coconut Oil & Beeswax – 3-in-1 Natural Moisturize",999,Brand New,0,False,
"6"" inch  BULLY STICKS Natural Dog Treats Chews USDA & FDA Approved, By Chomp",2898,Brand New,0,False,
"Cranberry for Dogs - Urinary Tract Support, Bladder  Support, Dog UTI, D-Mannose",2999,Brand New,824,False,
Pet Dog Cat 360º Finger Toothbrush Silicone Bristles. USA Dentist Approved! 3/pk,1299,Brand New,0,False,
New Hachi: A Dog's Tale (DVD),720,Brand New,0,True,
Luxury Super Soft Grey Monogram Designer Dog Cat Vest Harness & Leash S M L,13991499,Brand New,0,False,
Dog Cat Pet Grooming Kit Rechargeable Cordless Electric Hair Clipper Trimmer Set,15972999,Brand New,0,True,251
4pcs Dog Socks Anti Slip Waterproof Dog Shoes Boots Outdoor Indoor Paw Protector,11991299,Brand New,0,False,23
Dog Waste - Leash and Clean Up After Your Dog with Graphic B&W Aluminum Sign,1295,Brand New,0,True,398
Pet Carrier Cat Travel Bag Portable Soft Sided Comfort Case Airline Approved Dog,1950,Brand New,0,False,85
Poodle Duck – Elegant & Fluffy Dog Collectible,850,Brand New,400,False,
Dogs Cats Pets Glasses For Pet Small Dog Eye-Wear Puppy Photos Props Sunglasses~,124364,Brand New,0,False,
Adjustable Pet Dog No Bite Muzzle Cage Mouth Mesh Cover For XS S M L XL XXL USA,7731232,Brand New,0,True,58
"Basic Dog Polo Shirts Premium Cotton, Polo T-Shirts for Large Medium Small Dogs",9991599,Brand New,0,False,
Indoors Pet Running Training Machine Dog Treadmill for Small/Medium Dogs,28699,Brand New,0,False,
INOOM Vegan Dog Ear Cleaner 100 ml Naturally Derived Ear Cleanser -Made in Korea,1999,Brand New,595,False,
"Paw Defense Wax - Soothes, Moisturizes and Protects Dog's Paw Pads",1499,Brand New,199,False,
Pet Cat Puppy Small Dog Vest T-Shirt Coat Dog Clothes Apparel Thin Shirt Costum•,150356,Brand New,0,False,
PetSafe GENTLE LEADER Quick Release NO PULL Dog HeadCollar CHOOSE SIZE & COLOR,14951895,Brand New,0,True,
"2"" Wide Tactical Heavy Duty Nylon Large Dog Collar K9 Military With Metal Buckle",699799,Brand New,0,False,
"DOG PET WASTE POOP BAGS, UNSCENTED, REFILL ROLLS, Multicolor, Pick Your Quantity",7993999,Brand New,0,False,
"Peeps Easter Squeaker Rope Dog Toy Small 4""",657717,Brand New,0,False,
"The Doctors Book of Home Remedies for Dogs and Cats: Over 1,000 Solu - VERY GOOD",406,Pre-Owned,0,True,334
75 Dog Grooming BANDANAS finished edge 25 S 25 M 25 L Pet Scarf everyday Tie On,6988,New (Other),0,True,
Know Your Pet DNA by Ancestry: Dog DNA Breed Identification Test,4699,Brand New,0,False,
OPULA Dog Eye Wipes Biodegradable 300 Count Cat Dog Eye Cleaner Pet Tear Stai...,1996,Brand New,0,True,
"Personalized Soft Leather Dog Collar Custom Pet Name/Number Engraved SM-XL MD,LG",9991389,Brand New,0,False,
Dog & Cat 12000Pa Pet Grooming Kit & Vacuum 2L Large Capacity w/ 5 Clipper Tools,3239,Pre-Owned,0,True,
PETKIT 3L Automatic Pet Feeder WiFi Automatic Dog Feeder App Control Feeding,5879,Brand New,0,True,
Pet Oxygen Cage Dog Cat Atomization Cage Linen Foldable Box Veterinary Equipment,799049900,Brand New,0,False,
WiFi Automatic Cat Feeder APP Control 4L for Cats & Small Dogs Up to 10 Meals,2999,Brand New,0,True,30
100 Pet Pads for Dogs Ultra-Absorbent Puppy Training Underpad Scented Blue Small,1450,Brand New,0,True,726
P001 Snoopy Woostock And Fire Hydrants Sheen Satiny Vinyl Adjustable Dog Collars,999,Brand New,499,False,
New ListingNEW! Dog Clothes Basketball Jersey Breathable T-Shirt Pet Clothes-SMALL-LAKERS,388,New (Other),588,False,
Dog Man and Cat Kid: From the Creator of Captain Underpants (Dog Man #4) - GOOD,3316,Pre-Owned,0,True,2412
Universal Dog Car Barrier Adjustable Metal fit SUV Trunk Pet Divider Safe Gate,3299,Brand New,0,False,
"DOG BONE Soling Sheet 10mm / Sandal Repair / 11.50x8.75""",785,New (Other),688,False,288
SportDOG Brand YardTrainer 300 Yard Remote Electronic Dog Training System | 0513,7400,Brand New,0,False,
Native Pet Calming Dog Chews – Natural  Chicken Dog Treats - 60ct Ships Same Day,1999,Brand New,0,True,
Royal Crown Derby Blue  Gold Spaniel Figurine – Ceramic Dog Staffordshire Style,16000,Pre-Owned,0,False,
Black Lab Labrador Retriever 100% Embroidered Iron On Patch 3 inch Dog Lover,381,Brand New,0,True,97
"12""  Black Angus JUMBO THICK BULLY STICKS natural dog chews treats Dog Bone",219923999,Brand New,0,True,70
"AIRROBO Dog Grooming Vacuum, ",2500,Brand New,500,False,
Large Premium Deer Antler Dog chew 8 Pack,5500,Brand New,0,False,
NEW PETARMOR PLUS 8 MONTH SUPPLY FLEA TICK MEDICATION X-LARGE DOGS 89-132 LBS,2795,Brand New,0,False,45
 M-XL Personalized Wide Leather Big Dog Collars Custom w/Name Rottweiler Pitbull,12291529,Brand New,0,False,
"Glucosamine Chondroitin with MSM for Dogs , Hip and Joint Support",16954295,Brand New,0,True,649
Tactical Dog Vest US Working Dog Military Harness with Handle No-pull Large,8452687,Brand New,0,False,
